Trade ID,Trade Date,Trade Time,Instrument,Symbol,Expiry Date,Strike,Option Type,Lot Size,Quantity,Buy Price,Sell Price,Buy Value,Sell Value,Gross P&L,Brokerage,STT,Exchange Charges,GST,SEBI Charges,Stamp Duty,Total Charges,Net P&L,Realized P&L %,Running Capital,Trade Duration,Market Regime,Trade Outcome
TRD0093,30-Dec-2025,09:48:10,SENSEX,SENSEX01JAN202676400PE,01-Jan-2026,76400,PE,10,1000,217.0,121.23,217000.0,121230.0,-95770.0,67.65,75.77,16.91,15.22,0.34,6.51,182.39,-95952.39,-44.22,5650522.35,29m,SIDEWAYS,LOSS
TRD0094,30-Dec-2025,14:07:24,NIFTY,NIFTY30DEC202523500CE,30-Dec-2025,23500,CE,25,2500,38.0,49.96,95000.0,124900.0,29900.0,43.98,78.06,11.0,9.9,0.22,2.85,146.0,29754.0,31.32,5680276.35,168m,SIDEWAYS,WIN
TRD0095,31-Dec-2025,11:11:01,BANKNIFTY,BANKNIFTY27JAN202651700PE,27-Jan-2026,51700,PE,15,720,546.0,332.04,393120.0,239068.8,-154051.2,126.44,149.42,31.61,28.45,0.63,11.79,348.34,-154399.54,-39.28,5525876.81,5m,SIDEWAYS,LOSS
TRD0096,31-Dec-2025,14:25:06,BANKNIFTY,BANKNIFTY27JAN202652600CE,27-Jan-2026,52600,CE,15,495,638.0,313.17,315810.0,155019.15,-160790.85,94.17,96.89,23.54,21.19,0.47,9.47,245.73,-161036.58,-50.99,5364840.23,9m,SIDEWAYS,LOSS
TRD0097,01-Jan-2026,14:20:49,NIFTY,NIFTY06JAN202623200PE,06-Jan-2026,23200,PE,25,2500,126.0,154.75,315000.0,386875.0,71875.0,140.38,241.8,35.09,31.58,0.7,9.45,459.0,71416.0,22.67,5436256.23,199m,SIDEWAYS,WIN
TRD0098,01-Jan-2026,12:44:52,NIFTY,NIFTY06JAN202623200PE,06-Jan-2026,23200,PE,25,2500,132.0,159.0,330000.0,397500.0,67500.0,145.5,248.44,36.38,32.74,0.73,9.9,473.68,67026.32,20.31,5503282.55,43m,SIDEWAYS,WIN
TRD0099,02-Jan-2026,12:16:10,BANKNIFTY,BANKNIFTY27JAN202652900CE,27-Jan-2026,52900,CE,15,645,644.0,316.68,415380.0,204258.6,-211121.4,123.93,127.66,30.98,27.88,0.62,12.46,323.54,-211444.94,-50.9,5291837.61,25m,SIDEWAYS,LOSS
TRD0100,02-Jan-2026,10:32:15,NIFTY,NIFTY06JAN202623600PE,06-Jan-2026,23600,PE,25,2500,106.0,68.68,265000.0,171700.0,-93300.0,87.34,107.31,21.84,19.65,0.44,7.95,244.53,-93544.53,-35.3,5198293.08,25m,SIDEWAYS,LOSS
TRD0101,05-Jan-2026,09:48:03,NIFTY,NIFTY06JAN202623400PE,06-Jan-2026,23400,PE,25,2500,62.0,91.16,155000.0,227900.0,72900.0,76.58,142.44,19.14,17.23,0.38,4.65,260.43,72639.57,46.86,5270932.65,177m,SIDEWAYS,WIN
TRD0102,05-Jan-2026,15:40:54,SENSEX,SENSEX08JAN202676700PE,08-Jan-2026,76700,PE,10,950,313.0,210.91,297350.0,200364.5,-96985.5,99.54,125.23,24.89,22.4,0.5,8.92,281.47,-97266.97,-32.71,5173665.68,30m,SIDEWAYS,LOSS
TRD0103,06-Jan-2026,09:18:18,NIFTY,NIFTY06JAN202623650PE,06-Jan-2026,23650,PE,25,2500,36.0,57.55,90000.0,143875.0,53875.0,46.78,89.92,11.69,10.52,0.23,2.7,161.85,53713.15,59.68,5227378.83,147m,SIDEWAYS,WIN
TRD0104,06-Jan-2026,12:26:32,BANKNIFTY,BANKNIFTY27JAN202652100PE,27-Jan-2026,52100,PE,15,660,602.0,775.17,397320.0,511612.2,114292.2,181.79,319.76,45.45,40.9,0.91,11.92,600.72,113691.48,28.61,5341070.31,108m,SIDEWAYS,WIN
TRD0105,06-Jan-2026,10:33:22,NIFTY,NIFTY06JAN202624200CE,06-Jan-2026,24200,CE,25,2500,31.5,17.58,78750.0,43950.0,-34800.0,24.54,27.47,6.14,5.52,0.12,2.36,66.15,-34866.15,-44.27,5306204.16,39m,SIDEWAYS,LOSS
TRD0106,07-Jan-2026,14:45:09,BANKNIFTY,BANKNIFTY27JAN202652800CE,27-Jan-2026,52800,CE,15,690,594.0,413.7,409860.0,285453.0,-124407.0,139.06,178.41,34.77,31.29,0.7,12.3,396.52,-124803.52,-30.45,5181400.64,33m,SIDEWAYS,LOSS
TRD0107,07-Jan-2026,12:22:38,BANKNIFTY,BANKNIFTY27JAN202651800PE,27-Jan-2026,51800,PE,15,915,476.0,675.27,435540.0,617872.05,182332.05,210.68,386.17,52.67,47.4,1.05,13.07,711.05,181621.0,41.7,5363021.64,180m,SIDEWAYS,WIN
TRD0108,08-Jan-2026,11:15:10,BANKNIFTY,BANKNIFTY27JAN202651100PE,27-Jan-2026,51100,PE,15,765,584.0,331.2,446760.0,253368.0,-193392.0,140.03,158.35,35.01,31.51,0.7,13.4,379.0,-193771.0,-43.37,5169250.64,8m,SIDEWAYS,LOSS
TRD0109,08-Jan-2026,12:52:39,NIFTY,NIFTY13JAN202623700CE,13-Jan-2026,23700,CE,25,2500,104.0,59.62,260000.0,149050.0,-110950.0,81.81,93.16,20.45,18.41,0.41,7.8,222.04,-111172.04,-42.76,5058078.6,16m,SIDEWAYS,LOSS
TRD0110,08-Jan-2026,10:27:47,NIFTY,NIFTY13JAN202623900CE,13-Jan-2026,23900,CE,25,2500,131.0,180.68,327500.0,451700.0,124200.0,155.84,282.31,38.96,35.06,0.78,9.83,522.78,123677.22,37.76,5181755.82,134m,SIDEWAYS,WIN
TRD0111,09-Jan-2026,14:54:16,NIFTY,NIFTY13JAN202623850CE,13-Jan-2026,23850,CE,25,2500,112.0,53.44,280000.0,133600.0,-146400.0,82.72,83.5,20.68,18.61,0.41,8.4,214.33,-146614.33,-52.36,5035141.49,50m,SIDEWAYS,LOSS
TRD0112,09-Jan-2026,14:13:05,BANKNIFTY,BANKNIFTY27JAN202651900PE,27-Jan-2026,51900,PE,15,465,588.0,758.15,273420.0,352539.75,79119.75,125.19,220.34,31.3,28.17,0.63,8.2,413.82,78705.93,28.79,5113847.42,144m,SIDEWAYS,WIN
TRD0113,12-Jan-2026,10:15:24,NIFTY,NIFTY13JAN202624150CE,13-Jan-2026,24150,CE,25,2500,60.0,90.34,150000.0,225850.0,75850.0,75.17,141.16,18.79,16.91,0.38,4.5,256.91,75593.09,50.4,5189440.51,176m,SIDEWAYS,WIN
TRD0114,12-Jan-2026,15:14:36,SENSEX,SENSEX15JAN202676600PE,15-Jan-2026,76600,PE,10,1000,305.0,211.48,305000.0,211480.0,-93520.0,103.3,132.18,25.82,23.24,0.52,9.15,294.2,-93814.2,-30.76,5095626.31,24m,SIDEWAYS,LOSS
TRD0115,13-Jan-2026,10:09:44,BANKNIFTY,BANKNIFTY27JAN202653000CE,27-Jan-2026,53000,CE,15,1140,357.0,543.96,406980.0,620114.4,213134.4,205.42,387.57,51.35,46.22,1.03,12.21,703.8,212430.6,52.2,5308056.91,22m,SIDEWAYS,WIN
TRD0116,13-Jan-2026,10:52:52,NIFTY,NIFTY13JAN202624350CE,13-Jan-2026,24350,CE,25,2500,42.0,71.51,105000.0,178775.0,73775.0,56.76,111.73,14.19,12.77,0.28,3.15,198.88,73576.12,70.07,5381633.03,151m,SIDEWAYS,WIN
TRD0117,13-Jan-2026,14:51:48,NIFTY,NIFTY13JAN202623950PE,13-Jan-2026,23950,PE,25,2500,33.5,23.16,83750.0,57900.0,-25850.0,28.33,36.19,7.08,6.37,0.14,2.51,80.63,-25930.63,-30.96,5355702.4,45m,SIDEWAYS,LOSS
TRD0118,14-Jan-2026,10:27:16,BANKNIFTY,BANKNIFTY27JAN202652600PE,27-Jan-2026,52600,PE,15,885,358.0,232.25,316830.0,205541.25,-111288.75,104.47,128.46,26.12,23.51,0.52,9.5,292.59,-111581.34,-35.22,5244121.06,6m,SIDEWAYS,LOSS
TRD0119,14-Jan-2026,11:54:18,SENSEX,SENSEX15JAN202678100CE,15-Jan-2026,78100,CE,10,1000,166.0,255.09,166000.0,255090.0,89090.0,84.22,159.43,21.05,18.95,0.42,4.98,289.05,88800.95,53.49,5332922.01,173m,SIDEWAYS,WIN
TRD0120,15-Jan-2026,14:05:36,NIFTY,NIFTY20JAN202624050CE,20-Jan-2026,24050,CE,25,2500,130.0,83.96,325000.0,209900.0,-115100.0,106.98,131.19,26.75,24.07,0.53,9.75,299.27,-115399.27,-35.51,5217522.74,57m,SIDEWAYS,LOSS
TRD0121,15-Jan-2026,09:26:31,BANKNIFTY,BANKNIFTY27JAN202652600CE,27-Jan-2026,52600,CE,15,960,446.0,583.67,428160.0,560323.2,132163.2,197.7,350.2,49.42,44.48,0.99,12.84,655.64,131507.56,30.71,5349030.3,166m,SIDEWAYS,WIN
TRD0122,15-Jan-2026,10:10:07,SENSEX,SENSEX15JAN202677800PE,15-Jan-2026,77800,PE,10,1000,108.0,210.24,108000.0,210240.0,102240.0,63.65,131.4,15.91,14.32,0.32,3.24,228.84,102011.16,94.45,5451041.46,177m,SIDEWAYS,WIN
TRD0123,16-Jan-2026,14:05:27,SENSEX,SENSEX22JAN202678800CE,22-Jan-2026,78800,CE,10,930,406.0,538.36,377580.0,500674.8,123094.8,175.65,312.92,43.91,39.52,0.88,11.33,584.21,122510.59,32.45,5573552.05,180m,SIDEWAYS,WIN
TRD0124,16-Jan-2026,12:29:08,NIFTY,NIFTY20JAN202623350PE,20-Jan-2026,23350,PE,25,2500,108.0,166.7,270000.0,416750.0,146750.0,137.35,260.47,34.34,30.9,0.69,8.1,471.85,146278.15,54.18,5719830.2,151m,SIDEWAYS,WIN
TRD0125,16-Jan-2026,13:47:20,BANKNIFTY,BANKNIFTY27JAN202652800CE,27-Jan-2026,52800,CE,15,1230,363.0,541.58,446490.0,666143.4,219653.4,222.53,416.34,55.63,50.07,1.11,13.39,759.07,218894.33,49.03,5938724.53,58m,SIDEWAYS,WIN
TRD0126,19-Jan-2026,09:34:48,NIFTY,NIFTY20JAN202624150CE,20-Jan-2026,24150,CE,25,2500,53.0,33.95,132500.0,84875.0,-47625.0,43.48,53.05,10.87,9.78,0.22,3.98,121.36,-47746.36,-36.03,5890978.17,50m,SIDEWAYS,LOSS
TRD0127,19-Jan-2026,10:12:16,BANKNIFTY,BANKNIFTY27JAN202653000CE,27-Jan-2026,53000,CE,15,1020,366.0,224.3,373320.0,228786.0,-144534.0,120.42,142.99,30.11,27.09,0.6,11.2,332.41,-144866.41,-38.8,5746111.76,51m,SIDEWAYS,LOSS
TRD0128,20-Jan-2026,11:12:06,BANKNIFTY,BANKNIFTY27JAN202652500CE,27-Jan-2026,52500,CE,15,915,369.0,535.54,337635.0,490019.1,152384.1,165.53,306.26,41.38,37.24,0.83,10.13,561.38,151822.72,44.97,5897934.48,178m,SIDEWAYS,WIN
TRD0129,20-Jan-2026,10:40:18,NIFTY,NIFTY20JAN202623550PE,20-Jan-2026,23550,PE,25,2500,30.5,18.02,76250.0,45050.0,-31200.0,24.26,28.16,6.07,5.46,0.12,2.29,66.35,-31266.35,-41.01,5866668.13,34m,SIDEWAYS,LOSS
TRD0130,20-Jan-2026,12:41:26,NIFTY,NIFTY20JAN202623650PE,20-Jan-2026,23650,PE,25,2500,33.5,59.64,83750.0,149100.0,65350.0,46.57,93.19,11.64,10.48,0.23,2.51,164.62,65185.38,77.83,5931853.51,73m,SIDEWAYS,WIN
TRD0131,21-Jan-2026,12:06:57,SENSEX,SENSEX22JAN202678400CE,22-Jan-2026,78400,CE,10,1000,185.0,115.02,185000.0,115020.0,-69980.0,60.0,71.89,15.0,13.5,0.3,5.55,166.24,-70146.24,-37.92,5861707.27,31m,SIDEWAYS,LOSS
TRD0132,21-Jan-2026,11:43:42,NIFTY,NIFTY27JAN202623950CE,27-Jan-2026,23950,CE,25,2500,126.0,177.66,315000.0,444150.0,129150.0,151.83,277.59,37.96,34.16,0.76,9.45,511.75,128638.25,40.84,5990345.52,61m,SIDEWAYS,WIN
TRD0133,21-Jan-2026,11:10:45,NIFTY,NIFTY27JAN202623950CE,27-Jan-2026,23950,CE,25,2500,130.0,89.76,325000.0,224400.0,-100600.0,109.88,140.25,27.47,24.72,0.55,9.75,312.62,-100912.62,-31.05,5889432.9,17m,SIDEWAYS,LOSS
TRD0134,22-Jan-2026,11:26:47,BANKNIFTY,BANKNIFTY27JAN202652700CE,27-Jan-2026,52700,CE,15,1395,265.0,393.98,369675.0,549602.1,179927.1,183.86,343.5,45.96,41.37,0.92,11.09,626.7,179300.4,48.5,6068733.3,131m,SIDEWAYS,WIN
TRD0135,22-Jan-2026,12:16:17,BANKNIFTY,BANKNIFTY27JAN202651600PE,27-Jan-2026,51600,PE,15,1185,308.0,433.41,364980.0,513590.85,148610.85,175.71,320.99,43.93,39.54,0.88,10.95,592.0,148018.85,40.56,6216752.15,112m,SIDEWAYS,WIN
TRD0136,23-Jan-2026,10:25:33,NIFTY,NIFTY27JAN202623500PE,27-Jan-2026,23500,PE,25,2500,115.0,140.35,287500.0,350875.0,63375.0,127.68,219.3,31.92,28.73,0.64,8.62,416.88,62958.12,21.9,6279710.27,71m,SIDEWAYS,WIN
TRD0137,23-Jan-2026,12:30:41,SENSEX,SENSEX29JAN202677700PE,29-Jan-2026,77700,PE,10,1000,365.0,181.63,365000.0,181630.0,-183370.0,109.33,113.52,27.33,24.6,0.55,10.95,286.27,-183656.27,-50.32,6096054.0,40m,SIDEWAYS,LOSS
TRD0138,27-Jan-2026,14:22:50,NIFTY,NIFTY27JAN202623450PE,27-Jan-2026,23450,PE,25,2500,34.5,23.07,86250.0,57675.0,-28575.0,28.79,36.05,7.2,6.48,0.14,2.59,81.24,-28656.24,-33.22,6067397.76,59m,SIDEWAYS,LOSS
TRD0139,27-Jan-2026,13:22:15,BANKNIFTY,BANKNIFTY27JAN202652200PE,27-Jan-2026,52200,PE,15,1500,92.0,170.51,138000.0,255765.0,117765.0,78.75,159.85,19.69,17.72,0.39,4.14,280.55,117484.45,85.13,6184882.21,182m,SIDEWAYS,WIN
TRD0140,27-Jan-2026,10:24:03,BANKNIFTY,BANKNIFTY27JAN202652400PE,27-Jan-2026,52400,PE,15,1500,71.0,99.06,106500.0,148590.0,42090.0,51.02,92.87,12.75,11.48,0.26,3.2,171.57,41918.43,39.36,6226800.64,36m,SIDEWAYS,WIN
TRD0141,28-Jan-2026,10:04:41,BANKNIFTY,BANKNIFTY24FEB202652500CE,24-Feb-2026,52500,CE,15,690,572.0,306.41,394680.0,211422.9,-183257.1,121.22,132.14,30.31,27.27,0.61,11.84,323.39,-183580.49,-46.51,6043220.15,23m,SIDEWAYS,LOSS
TRD0142,28-Jan-2026,10:25:50,NIFTY,NIFTY03FEB202624000CE,03-Feb-2026,24000,CE,25,2500,115.0,169.1,287500.0,422750.0,135250.0,142.05,264.22,35.51,31.96,0.71,8.62,483.08,134766.92,46.88,6177987.07,151m,SIDEWAYS,WIN
TRD0143,28-Jan-2026,09:28:33,SENSEX,SENSEX29JAN202679500CE,29-Jan-2026,79500,CE,10,1000,206.0,307.01,206000.0,307010.0,101010.0,102.6,191.88,25.65,23.09,0.51,6.18,349.91,100660.09,48.86,6278647.16,35m,SIDEWAYS,WIN
TRD0144,29-Jan-2026,09:44:57,SENSEX,SENSEX29JAN202678100CE,29-Jan-2026,78100,CE,10,1000,110.0,179.76,110000.0,179760.0,69760.0,57.95,112.35,14.49,13.04,0.29,3.3,201.42,69558.58,63.24,6348205.74,51m,SIDEWAYS,WIN
TRD0145,29-Jan-2026,11:36:31,NIFTY,NIFTY03FEB202623950CE,03-Feb-2026,23950,CE,25,2500,137.0,67.1,342500.0,167750.0,-174750.0,102.05,104.84,25.51,22.96,0.51,10.28,266.15,-175016.15,-51.1,6173189.59,47m,SIDEWAYS,LOSS
TRD0146,29-Jan-2026,12:01:01,BANKNIFTY,BANKNIFTY24FEB202652000PE,24-Feb-2026,52000,PE,15,705,712.0,1007.98,501960.0,710625.9,208665.9,242.52,444.14,60.63,54.57,1.21,15.06,818.13,207847.77,41.41,6381037.36,171m,SIDEWAYS,WIN
TRD0147,30-Jan-2026,13:40:08,SENSEX,SENSEX05FEB202677900CE,05-Feb-2026,77900,CE,10,850,423.0,292.52,359550.0,248642.0,-110908.0,121.64,155.4,30.41,27.37,0.61,10.79,346.21,-111254.21,-30.94,6269783.15,26m,SIDEWAYS,LOSS
TRD0148,30-Jan-2026,11:27:16,BANKNIFTY,BANKNIFTY24FEB202651900PE,24-Feb-2026,51900,PE,15,615,596.0,749.75,366540.0,461096.25,94556.25,165.53,288.19,41.38,37.24,0.83,11.0,544.16,94012.09,25.65,6363795.24,156m,SIDEWAYS,WIN
TRD0149,02-Feb-2026,15:41:31,NIFTY,NIFTY03FEB202623750PE,03-Feb-2026,23750,PE,25,2500,73.0,110.5,182500.0,276250.0,93750.0,91.75,172.66,22.94,20.64,0.46,5.48,313.92,93436.08,51.2,6457231.32,45m,BREAKOUT,WIN
TRD0150,02-Feb-2026,10:35:56,NIFTY,NIFTY03FEB202623850PE,03-Feb-2026,23850,PE,25,2500,86.0,154.63,215000.0,386575.0,171575.0,120.32,241.61,30.08,27.07,0.6,6.45,426.13,171148.87,79.6,6628380.19,118m,BREAKOUT,WIN
TRD0151,02-Feb-2026,13:03:50,NIFTY,NIFTY03FEB202623850PE,03-Feb-2026,23850,PE,25,2500,59.0,88.24,147500.0,220600.0,73100.0,73.62,137.88,18.41,16.56,0.37,4.42,251.26,72848.74,49.39,6701228.93,143m,BREAKOUT,WIN
TRD0152,03-Feb-2026,09:26:55,BANKNIFTY,BANKNIFTY24FEB202652900CE,24-Feb-2026,52900,CE,15,585,769.0,391.68,449865.0,229132.8,-220732.2,135.8,143.21,33.95,30.55,0.68,13.5,357.69,-221089.89,-49.15,6480139.04,7m,BREAKOUT,LOSS
TRD0153,03-Feb-2026,10:19:11,NIFTY,NIFTY03FEB202624100CE,03-Feb-2026,24100,CE,25,2500,57.0,111.92,142500.0,279800.0,137300.0,84.46,174.88,21.12,19.0,0.42,4.28,304.15,136995.85,96.14,6617134.89,122m,BREAKOUT,WIN
TRD0154,03-Feb-2026,11:44:58,NIFTY,NIFTY03FEB202624150CE,03-Feb-2026,24150,CE,25,2500,51.0,111.89,127500.0,279725.0,152225.0,81.45,174.83,20.36,18.33,0.41,3.83,299.19,151925.81,119.16,6769060.7,118m,BREAKOUT,WIN
TRD0155,04-Feb-2026,10:09:40,NIFTY,NIFTY10FEB202624100CE,10-Feb-2026,24100,CE,25,2500,170.0,270.95,425000.0,677375.0,252375.0,220.48,423.36,55.12,49.61,1.1,12.75,762.41,251612.59,59.2,7020673.29,18m,BREAKOUT,WIN
TRD0156,04-Feb-2026,11:17:46,NIFTY,NIFTY10FEB202624200CE,10-Feb-2026,24200,CE,25,2500,204.0,263.24,510000.0,658100.0,148100.0,233.62,411.31,58.41,52.56,1.17,15.3,772.37,147327.63,28.89,7168000.92,160m,BREAKOUT,WIN
TRD0157,04-Feb-2026,09:20:18,BANKNIFTY,BANKNIFTY24FEB202653700CE,24-Feb-2026,53700,CE,15,630,683.0,1108.51,430290.0,698361.3,268071.3,225.73,436.48,56.43,50.79,1.13,12.91,783.47,267287.83,62.12,7435288.75,175m,BREAKOUT,WIN
TRD0158,05-Feb-2026,14:43:52,BANKNIFTY,BANKNIFTY24FEB202652000PE,24-Feb-2026,52000,PE,15,1080,579.0,726.71,625320.0,784846.8,159526.8,282.03,490.53,70.51,63.46,1.41,18.76,926.7,158600.1,25.36,7593888.85,173m,BREAKOUT,WIN
TRD0159,05-Feb-2026,14:46:28,NIFTY,NIFTY10FEB202624250CE,10-Feb-2026,24250,CE,25,2500,185.0,259.64,462500.0,649100.0,186600.0,222.32,405.69,55.58,50.02,1.11,13.88,748.6,185851.4,40.18,7779740.25,135m,BREAKOUT,WIN
TRD0160,05-Feb-2026,10:50:28,NIFTY,NIFTY10FEB202624100CE,10-Feb-2026,24100,CE,25,2500,170.0,101.24,425000.0,253100.0,-171900.0,135.62,158.19,33.91,30.51,0.68,12.75,371.66,-172271.66,-40.53,7607468.59,22m,BREAKOUT,LOSS
TRD0161,06-Feb-2026,14:46:00,NIFTY,NIFTY10FEB202624350CE,10-Feb-2026,24350,CE,25,2500,154.0,241.46,385000.0,603650.0,218650.0,197.73,377.28,49.43,44.49,0.99,11.55,681.47,217968.53,56.62,7825437.12,53m,BREAKOUT,WIN
TRD0162,06-Feb-2026,13:14:51,NIFTY,NIFTY10FEB202623600PE,10-Feb-2026,23600,PE,25,2500,132.0,79.99,330000.0,199975.0,-130025.0,106.0,124.98,26.5,23.85,0.53,9.9,291.76,-130316.76,-39.49,7695120.36,33m,BREAKOUT,LOSS
TRD0163,06-Feb-2026,13:18:53,NIFTY,NIFTY10FEB202623750PE,10-Feb-2026,23750,PE,25,2500,124.0,206.18,310000.0,515450.0,205450.0,165.09,322.16,41.27,37.15,0.83,9.3,575.79,204874.21,66.09,7899994.57,51m,BREAKOUT,WIN
TRD0164,09-Feb-2026,11:34:05,BANKNIFTY,BANKNIFTY24FEB202651500PE,24-Feb-2026,51500,PE,15,735,696.0,351.99,511560.0,258712.65,-252847.35,154.05,161.7,38.51,34.66,0.77,15.35,405.04,-253252.39,-49.51,7646742.18,39m,BREAKOUT,LOSS
TRD0165,09-Feb-2026,09:40:29,BANKNIFTY,BANKNIFTY24FEB202653300CE,24-Feb-2026,53300,CE,15,615,674.0,943.26,414510.0,580104.9,165594.9,198.92,362.57,49.73,44.76,0.99,12.44,669.41,164925.49,39.79,7811667.67,196m,BREAKOUT,WIN
TRD0166,09-Feb-2026,13:14:25,NIFTY,NIFTY10FEB202624100CE,10-Feb-2026,24100,CE,25,2500,71.0,119.83,177500.0,299575.0,122075.0,95.42,187.23,23.85,21.47,0.48,5.33,333.77,121741.23,68.59,7933408.9,163m,BREAKOUT,WIN
TRD0167,10-Feb-2026,09:33:23,SENSEX,SENSEX12FEB202676600PE,12-Feb-2026,76600,PE,10,1000,343.0,456.72,343000.0,456720.0,113720.0,159.94,285.45,39.99,35.99,0.8,10.29,532.46,113187.54,33.0,8046596.44,162m,BREAKOUT,WIN
TRD0168,10-Feb-2026,10:29:50,NIFTY,NIFTY10FEB202624150CE,10-Feb-2026,24150,CE,25,2500,59.0,135.38,147500.0,338450.0,190950.0,97.19,211.53,24.3,21.87,0.49,4.42,359.8,190590.2,129.21,8237186.64,35m,BREAKOUT,WIN
TRD0169,10-Feb-2026,14:36:31,BANKNIFTY,BANKNIFTY24FEB202651700PE,24-Feb-2026,51700,PE,15,1080,613.0,820.62,662040.0,886269.6,224229.6,309.66,553.92,77.42,69.67,1.55,19.86,1032.08,223197.52,33.71,8460384.16,165m,BREAKOUT,WIN
TRD0170,11-Feb-2026,09:17:21,BANKNIFTY,BANKNIFTY24FEB202651900PE,24-Feb-2026,51900,PE,15,975,552.0,868.33,538200.0,846621.75,308421.75,276.96,529.14,69.24,62.32,1.38,16.15,955.19,307466.56,57.13,8767850.72,66m,BREAKOUT,WIN
TRD0171,11-Feb-2026,14:04:55,NIFTY,NIFTY17FEB202624100CE,17-Feb-2026,24100,CE,25,2500,179.0,104.79,447500.0,261975.0,-185525.0,141.9,163.73,35.47,31.93,0.71,13.43,387.16,-185912.16,-41.54,8581938.56,43m,BREAKOUT,LOSS
TRD0172,11-Feb-2026,13:25:11,SENSEX,SENSEX12FEB202677800CE,12-Feb-2026,77800,CE,10,1000,237.0,109.23,237000.0,109230.0,-127770.0,69.25,68.27,17.31,15.58,0.35,7.11,177.86,-127947.86,-53.99,8453990.7,33m,BREAKOUT,LOSS
TRD0173,12-Feb-2026,12:01:53,NIFTY,NIFTY17FEB202624150CE,17-Feb-2026,24150,CE,25,2475,189.0,237.08,467775.0,586773.0,118998.0,210.91,366.73,52.73,47.45,1.05,14.03,692.91,118305.09,25.29,8572295.79,27m,BREAKOUT,WIN
TRD0174,12-Feb-2026,13:19:37,BANKNIFTY,BANKNIFTY24FEB202652200PE,24-Feb-2026,52200,PE,15,1095,467.0,824.18,511365.0,902477.1,391112.1,282.77,564.05,70.69,63.62,1.41,15.34,997.89,390114.21,76.29,8962410.0,166m,BREAKOUT,WIN
TRD0175,12-Feb-2026,09:30:51,BANKNIFTY,BANKNIFTY24FEB202652100PE,24-Feb-2026,52100,PE,15,1440,495.0,742.09,712800.0,1068609.6,355809.6,356.28,667.88,89.07,80.16,1.78,21.38,1216.56,354593.04,49.75,9317003.04,51m,BREAKOUT,WIN
TRD0176,12-Feb-2026,10:39:55,SENSEX,SENSEX12FEB202676600PE,12-Feb-2026,76600,PE,10,1000,147.0,68.81,147000.0,68810.0,-78190.0,43.16,43.01,10.79,9.71,0.22,4.41,111.3,-78301.3,-53.27,9238701.74,28m,BREAKOUT,LOSS
TRD0177,13-Feb-2026,15:20:52,BANKNIFTY,BANKNIFTY24FEB202653600CE,24-Feb-2026,53600,CE,15,1500,509.0,643.17,763500.0,964755.0,201255.0,345.65,602.97,86.41,77.77,1.73,22.91,1137.44,200117.56,26.21,9438819.3,74m,BREAKOUT,WIN
TRD0178,13-Feb-2026,14:28:55,BANKNIFTY,BANKNIFTY24FEB202653200CE,24-Feb-2026,53200,CE,15,1275,575.0,852.03,733125.0,1086338.25,353213.25,363.89,678.96,90.97,81.88,1.82,21.99,1239.52,351973.73,48.01,9790793.03,53m,BREAKOUT,WIN
TRD0179,13-Feb-2026,10:06:20,NIFTY,NIFTY17FEB202624050CE,17-Feb-2026,24050,CE,25,2500,147.0,247.9,367500.0,619750.0,252250.0,197.45,387.34,49.36,44.43,0.99,11.03,690.59,251559.41,68.45,10042352.44,131m,BREAKOUT,WIN
TRD0180,13-Feb-2026,14:07:16,NIFTY,NIFTY17FEB202624200CE,17-Feb-2026,24200,CE,25,2500,161.0,90.16,402500.0,225400.0,-177100.0,125.58,140.88,31.4,28.26,0.63,12.08,338.81,-177438.81,-44.08,9864913.63,53m,BREAKOUT,LOSS
TRD0181,16-Feb-2026,09:33:09,SENSEX,SENSEX18FEB202679700CE,18-Feb-2026,79700,CE,10,1000,284.0,494.1,284000.0,494100.0,210100.0,155.62,308.81,38.91,35.01,0.78,8.52,547.65,209552.35,73.79,10074465.98,178m,BREAKOUT,WIN
TRD0182,16-Feb-2026,10:23:27,BANKNIFTY,BANKNIFTY24FEB202651500PE,24-Feb-2026,51500,PE,15,1500,436.0,770.55,654000.0,1155825.0,501825.0,361.97,722.39,90.49,81.44,1.81,19.62,1277.72,500547.28,76.54,10575013.26,25m,BREAKOUT,WIN
TRD0183,16-Feb-2026,09:20:53,NIFTY,NIFTY17FEB202624200CE,17-Feb-2026,24200,CE,25,2500,63.0,32.89,157500.0,82225.0,-75275.0,47.95,51.39,11.99,10.79,0.24,4.73,127.07,-75402.07,-47.87,10499611.19,10m,BREAKOUT,LOSS
TRD0184,17-Feb-2026,12:12:00,BANKNIFTY,BANKNIFTY24FEB202652700CE,24-Feb-2026,52700,CE,15,1500,433.0,215.25,649500.0,322875.0,-326625.0,194.48,201.8,48.62,43.76,0.97,19.48,509.1,-327134.1,-50.37,10172477.09,9m,BREAKOUT,LOSS
TRD0185,17-Feb-2026,14:05:00,BANKNIFTY,BANKNIFTY24FEB202652900CE,24-Feb-2026,52900,CE,15,1500,392.0,211.76,588000.0,317640.0,-270360.0,181.13,198.53,45.28,40.75,0.91,17.64,484.23,-270844.23,-46.06,9901632.86,31m,BREAKOUT,LOSS
