Trade Date,Symbol,Quantity,Buy Value,Sell Value,Realized P&L,Charges,Net P&L,Realized P&L Pct
2026-02-25,BANKNIFTY26FEB49800PE,4132,4958470.48,4923776.39,-34694.09,12191.08,-46885.17,-0.95
2026-02-25,NIFTY26FEB22600PE,5315,4554301.02,4585663.23,31362.21,11317.63,20044.58,0.44
2026-02-25,NIFTY26FEB22500PE,7148,4780806.7,4766125.82,-14680.88,11790.52,-26471.4,-0.55
2026-02-25,NIFTY26FEB25800CE,5678,4029344.01,4046901.88,17557.87,9999.77,7558.1,0.19
2026-02-26,NIFTY26FEB23500CE,5094,4596416.65,4552637.45,-43779.2,11282.98,-55062.18,-1.2
2026-02-26,BANKNIFTY26FEB50700CE,4502,4581414.79,4540625.72,-40789.07,11251.55,-52040.62,-1.14
2026-02-27,BANKNIFTY26FEB53200CE,1534,4129497.93,4144301.64,14803.71,10241.28,4562.43,0.11
2026-02-27,NIFTY26FEB22500PE,3966,4344172.23,4372978.35,28806.13,10795.58,18010.55,0.41
2026-03-02,NIFTY26MAR23500CE,5764,4832126.05,5015369.44,183243.39,12281.25,170962.14,3.54
2026-03-02,SENSEX26MAR83500CE,2514,4893844.33,4968943.29,75098.97,12234.1,62864.87,1.28
2026-03-02,SENSEX26MAR83600PE,1882,4860406.48,4862240.23,1833.75,12016.9,-10183.15,-0.21
2026-03-02,NIFTY26MAR23500CE,5065,4386373.93,4499175.85,112801.92,11054.12,101747.8,2.32
2026-03-02,SENSEX26MAR83700PE,2731,4318741.47,4315027.63,-3713.85,10673.1,-14386.95,-0.33
2026-03-02,BANKNIFTY26MAR51100CE,9646,4661641.62,4711426.25,49784.64,11615.82,38168.82,0.82
2026-03-02,BANKNIFTY26MAR50500PE,1442,4744279.01,4774691.69,30412.69,11783.6,18629.09,0.39
2026-03-02,SENSEX26MAR76000PE,1698,4151491.36,4204112.77,52621.41,10365.05,42256.36,1.02
2026-03-02,SENSEX26MAR79000CE,7784,4635019.25,4759288.75,124269.5,11687.4,112582.1,2.43
2026-03-02,BANKNIFTY26MAR48000CE,6527,4714614.34,4704249.02,-10365.31,11635.5,-22000.81,-0.47
2026-03-02,SENSEX26MAR76800PE,4580,4285204.51,4318079.44,32874.94,10657.9,22217.04,0.52
2026-03-02,SENSEX26MAR84200PE,1866,4194811.75,4324121.71,129309.95,10612.89,118697.06,2.83
2026-03-04,BANKNIFTY26MAR52300PE,8632,4242009.64,4352030.93,110021.29,10693.58,99327.71,2.34
2026-03-04,NIFTY26MAR24900PE,2868,4440342.08,4511277.72,70935.64,11109.91,59825.73,1.35
2026-03-04,BANKNIFTY26MAR49400PE,1745,4924851.26,4998933.27,74082.01,12308.57,61773.44,1.25
2026-03-04,SENSEX26MAR77900CE,8017,4960548.78,4978544.5,17995.72,12293.2,5702.52,0.11
2026-03-04,SENSEX26MAR79000CE,3857,4720339.52,4778156.79,57817.27,11775.12,46042.15,0.98
2026-03-04,BANKNIFTY26MAR52700CE,6018,4913674.78,5063430.35,149755.57,12420.37,137335.2,2.79
2026-03-04,BANKNIFTY26MAR52700PE,5370,4390362.79,4423905.29,33542.51,10918.02,22624.49,0.52
2026-03-04,BANKNIFTY26MAR49600CE,8788,4399256.01,4401396.97,2140.96,10882.11,-8741.15,-0.2
2026-03-04,NIFTY26MAR23500PE,1167,4491414.69,4526826.79,35412.1,11170.26,24241.84,0.54
2026-03-04,NIFTY26MAR25800CE,2007,4332372.22,4332537.86,165.64,10713.81,-10548.17,-0.24
2026-03-04,SENSEX26MAR84500PE,3857,4704603.69,4691603.17,-13000.53,11606.0,-24606.53,-0.52
2026-03-04,BANKNIFTY26MAR53500PE,9762,4400080.05,4543588.64,143508.59,11144.4,132364.19,3.01
2026-03-05,SENSEX26MAR81000CE,4838,4395421.58,4535306.0,139884.42,11126.26,128758.16,2.93
2026-03-05,SENSEX26MAR83600CE,1997,4569944.19,4634532.38,64588.19,11417.31,53170.88,1.16
2026-03-05,BANKNIFTY26MAR52000PE,8783,4056832.84,4083915.91,27083.06,10084.98,16998.08,0.42
2026-03-05,SENSEX26MAR76300CE,3887,4446511.62,4533632.2,87120.58,11154.9,75965.68,1.71
2026-03-05,BANKNIFTY26MAR51400PE,6878,4753091.21,4709496.53,-43594.68,11669.05,-55263.73,-1.16
2026-03-05,BANKNIFTY26MAR49400PE,8791,4576585.24,4692167.79,115582.55,11527.54,104055.01,2.27
2026-03-05,BANKNIFTY26MAR51400PE,5664,4558091.46,4610592.82,52501.35,11365.88,41135.47,0.9
2026-03-05,NIFTY26MAR25000CE,2820,4714705.8,4676584.92,-38120.88,11584.63,-49705.51,-1.05
2026-03-05,SENSEX26MAR77600PE,8428,4682600.75,4794555.63,111954.87,11781.87,100173.0,2.14
2026-03-05,NIFTY26MAR24200CE,3682,4745725.02,4751645.23,5920.21,11742.07,-5821.86,-0.12
2026-03-05,SENSEX26MAR80300PE,7422,4230348.05,4289383.35,59035.3,10571.0,48464.3,1.15
2026-03-05,NIFTY26MAR23400PE,9701,4050147.59,4027897.69,-22249.9,9977.7,-32227.6,-0.8
2026-03-05,NIFTY26MAR25000PE,7662,4815021.45,4865123.9,50102.45,11994.02,38108.43,0.79
2026-03-05,BANKNIFTY26MAR52400PE,9901,4970210.46,4991109.97,20899.51,12322.33,8577.18,0.17
2026-03-05,SENSEX26MAR80500PE,8779,4147873.74,4156112.59,8238.85,10274.43,-2035.58,-0.05
2026-03-05,BANKNIFTY26MAR49000PE,3596,4951692.33,5014722.03,63029.7,12354.3,50675.4,1.02
2026-03-05,NIFTY26MAR22200CE,4188,4281831.03,4296214.95,14383.92,10615.55,3768.37,0.09
2026-03-05,SENSEX26MAR78400CE,4945,4703686.25,4803943.53,100257.27,11812.25,88445.02,1.88
2026-03-05,SENSEX26MAR78100CE,1566,4128406.3,4135880.8,7474.5,10225.1,-2750.6,-0.07
2026-03-06,BANKNIFTY26MAR52000CE,2184,4196827.45,4246800.2,49972.75,10471.79,39500.96,0.94
2026-03-06,BANKNIFTY26MAR48000PE,2403,4013643.32,4065410.43,51767.11,10024.09,41743.02,1.04
2026-03-06,SENSEX26MAR78400PE,6103,4268613.46,4587943.91,319330.44,11144.41,308186.03,7.22
2026-03-06,SENSEX26MAR83800PE,8513,4600132.2,4717110.12,116977.93,11588.08,105389.85,2.29
2026-03-06,SENSEX26MAR82400CE,3870,4188603.68,4215555.35,26951.67,10409.16,16542.51,0.39
2026-03-06,BANKNIFTY26MAR53000PE,6701,4212336.45,4230484.47,18148.02,10451.38,7696.64,0.18
2026-03-06,SENSEX26MAR78000CE,4820,4661579.44,4734443.46,72864.02,11658.15,61205.87,1.31
2026-03-06,SENSEX26MAR83200PE,2485,4804246.9,4783840.98,-20405.92,11837.69,-32243.61,-0.67
2026-03-06,SENSEX26MAR75300PE,1858,4573919.22,4626639.55,52720.32,11405.25,41315.07,0.9
2026-03-06,NIFTY26MAR24100PE,9728,4142582.09,4245757.96,103175.86,10436.18,92739.68,2.24
2026-03-06,NIFTY26MAR23600PE,7692,4826420.34,4824222.55,-2197.79,11925.8,-14123.59,-0.29
2026-03-06,SENSEX26MAR82400PE,1431,4633676.38,4662642.74,28966.36,11508.64,17457.72,0.38
2026-03-06,BANKNIFTY26MAR49500PE,8925,4703392.75,4738288.75,34896.01,11691.2,23204.81,0.49
2026-03-09,NIFTY26MAR23900PE,9414,4433119.9,4463036.0,29916.09,11016.62,18899.47,0.43
2026-03-09,SENSEX26MAR77500CE,2494,4114795.34,4131377.41,16582.07,10208.35,6373.72,0.15
2026-03-09,NIFTY26MAR22700PE,5056,4493075.02,4706791.19,213716.17,11502.6,202213.57,4.5
2026-03-09,NIFTY26MAR23400PE,2288,4768807.82,4769300.72,492.9,11788.91,-11296.01,-0.24
2026-03-09,SENSEX26MAR84700CE,7152,4066228.38,4116020.6,49792.22,10149.92,39642.3,0.97
2026-03-09,NIFTY26MAR22900CE,7245,4098530.32,4139729.77,41199.45,10213.63,30985.82,0.76
2026-03-09,SENSEX26MAR82300PE,3939,4884662.85,4961649.6,76986.75,12214.97,64771.78,1.33
2026-03-09,NIFTY26MAR23900PE,5555,4719829.33,4786914.73,67085.4,11790.92,55294.48,1.17
2026-03-09,BANKNIFTY26MAR49700PE,6596,4196232.86,4363877.82,167644.96,10686.96,156958.0,3.74
2026-03-09,NIFTY26MAR26000PE,8130,4033184.78,4015130.28,-18054.49,9943.66,-27998.15,-0.69
2026-03-10,BANKNIFTY26MAR48100CE,4963,4336068.64,4381023.13,44954.49,10805.36,34149.13,0.79
2026-03-10,NIFTY26MAR23100PE,9485,4812156.93,4790416.69,-21740.24,11854.71,-33594.95,-0.7
2026-03-10,SENSEX26MAR82700CE,6450,4608248.82,4593072.72,-15176.1,11364.77,-26540.87,-0.58
2026-03-10,NIFTY26MAR22600CE,1344,4446310.07,4500658.01,54347.94,11094.07,43253.87,0.97
2026-03-10,SENSEX26MAR78900CE,2820,4695802.49,4817224.52,121422.04,11831.8,109590.24,2.33
2026-03-10,BANKNIFTY26MAR50000CE,4781,4538307.0,4835253.58,296946.58,11767.19,285179.39,6.28
2026-03-10,BANKNIFTY26MAR52300PE,3449,4601534.09,4578852.83,-22681.26,11334.42,-34015.68,-0.74
2026-03-10,SENSEX26MAR80100PE,7331,4749258.73,4733256.95,-16001.78,11710.42,-27712.2,-0.58
2026-03-10,SENSEX26MAR79500CE,1305,4655954.62,4726878.25,70923.63,11640.73,59282.9,1.27
2026-03-10,NIFTY26MAR23300PE,8884,4861342.14,4895888.84,34546.7,12079.42,22467.28,0.46
2026-03-10,NIFTY26MAR22700CE,5127,4691676.73,4778508.83,86832.1,11757.97,75074.13,1.6
2026-03-10,NIFTY26MAR25400CE,5591,4264803.65,4261998.86,-2804.79,10541.98,-13346.77,-0.31
2026-03-10,SENSEX26MAR84700CE,2624,4994686.17,5059916.27,65230.11,12464.21,52765.9,1.06
2026-03-11,NIFTY26MAR23800CE,3881,4660822.84,4743091.59,82268.75,11673.6,70595.15,1.51
2026-03-11,NIFTY26MAR23700PE,1999,4975662.76,4962449.2,-13213.55,12272.96,-25486.51,-0.51
2026-03-11,BANKNIFTY26MAR51600CE,5117,4761924.37,4761038.11,-886.26,11769.43,-12655.69,-0.27
2026-03-11,SENSEX26MAR75000CE,6889,4639037.98,4686097.46,47059.48,11555.15,35504.33,0.77
2026-03-11,BANKNIFTY26MAR49100CE,7581,4246505.52,4323066.04,76560.52,10643.04,65917.48,1.55
2026-03-11,NIFTY26MAR22900PE,1681,4095949.29,4147293.39,51344.09,10225.95,41118.14,1.0
2026-03-11,BANKNIFTY26MAR52200CE,9670,4269004.49,4235722.7,-33281.8,10496.22,-43778.02,-1.03
2026-03-11,BANKNIFTY26MAR53800CE,6435,4086505.82,4074755.17,-11750.65,10086.54,-21837.19,-0.53
2026-03-11,SENSEX26MAR82400CE,1462,4582499.57,4571035.37,-11464.2,11308.21,-22772.41,-0.5
2026-03-11,BANKNIFTY26MAR51300CE,3188,4927740.25,4954980.59,27240.34,12229.45,15010.89,0.3
2026-03-11,BANKNIFTY26MAR52800PE,4043,4957078.89,4991364.0,34285.12,12314.65,21970.47,0.44
2026-03-11,SENSEX26MAR75300CE,8494,4737532.15,4758878.66,21346.52,11750.3,9596.22,0.2
2026-03-11,SENSEX26MAR81400CE,4514,4847718.88,4835206.06,-12512.82,11959.25,-24472.07,-0.5
2026-03-11,SENSEX26MAR80800PE,6663,4382426.96,4457238.78,74811.82,10974.46,63837.36,1.46
2026-03-11,NIFTY26MAR22000PE,9247,4518550.66,4496267.57,-22283.09,11130.85,-33413.94,-0.74
2026-03-11,SENSEX26MAR80100PE,8382,4089459.35,4113457.47,23998.12,10159.63,13838.49,0.34
2026-03-11,BANKNIFTY26MAR51800CE,6034,4048560.95,4129583.35,81022.39,10163.92,70858.47,1.75
2026-03-11,NIFTY26MAR24400CE,8085,4656958.67,4751522.21,94563.54,11686.72,82876.82,1.78
2026-03-11,BANKNIFTY26MAR49600CE,2014,4441148.05,4506974.82,65826.77,11102.49,54724.28,1.23
2026-03-11,SENSEX26MAR79100CE,5052,4563067.53,4589217.97,26150.44,11329.62,14820.82,0.32
2026-03-12,BANKNIFTY26MAR53100CE,5688,4089157.97,4078249.26,-10908.71,10094.62,-21003.33,-0.51
2026-03-12,BANKNIFTY26MAR50700PE,5767,4014205.03,4040135.98,25930.96,9977.91,15953.05,0.4
2026-03-12,NIFTY26MAR24000PE,4233,4957469.52,4976432.78,18963.26,12287.4,6675.86,0.13
2026-03-12,NIFTY26MAR25700CE,3975,4880825.98,4907282.54,26456.56,12112.5,14344.06,0.29
2026-03-12,BANKNIFTY26MAR53500CE,5411,4611050.83,4593407.24,-17643.58,11367.13,-29010.71,-0.63
2026-03-12,BANKNIFTY26MAR52300CE,7449,4680418.77,4715514.51,35095.75,11635.0,23460.75,0.5
2026-03-12,BANKNIFTY26MAR49600CE,5847,4606850.78,4581476.72,-25374.06,11342.55,-36716.61,-0.8
2026-03-12,BANKNIFTY26MAR52800PE,5906,4651626.61,4666209.06,14582.45,11526.35,3056.1,0.07
2026-03-12,SENSEX26MAR84200PE,3477,4449679.2,4559281.65,109602.46,11204.09,98398.37,2.21
2026-03-12,NIFTY26MAR23700CE,2344,4629227.91,4590927.23,-38300.68,11373.85,-49674.53,-1.07
2026-03-12,SENSEX26MAR81400PE,6552,4493348.89,4467546.67,-25802.22,11062.32,-36864.54,-0.82
2026-03-12,NIFTY26MAR25500CE,7685,4331460.48,4391593.74,60133.27,10821.96,49311.31,1.14
2026-03-12,SENSEX26MAR78900PE,3770,4796923.64,4857431.03,60507.38,11968.62,48538.76,1.01
2026-03-12,NIFTY26MAR22400CE,7911,4830787.07,4910464.69,79677.63,12087.28,67590.35,1.4
2026-03-12,SENSEX26MAR81200PE,9265,4708911.81,4696408.2,-12503.61,11617.52,-24121.13,-0.51
2026-03-12,NIFTY26MAR23900PE,1876,4922144.34,5004222.87,82078.53,12316.63,69761.9,1.42
2026-03-12,BANKNIFTY26MAR52100CE,7647,4830608.88,4850822.33,20213.45,11977.37,8236.08,0.17
2026-03-12,BANKNIFTY26MAR50800CE,4179,4492247.24,4642394.42,150147.18,11383.53,138763.65,3.09
2026-03-12,NIFTY26MAR23500CE,7505,4740764.14,4806498.76,65734.62,11839.98,53894.64,1.14
2026-03-12,SENSEX26MAR83700PE,5098,4773951.14,4863213.88,89262.74,11965.0,77297.74,1.62
2026-03-13,SENSEX26MAR78000PE,8347,4007319.21,3973409.18,-33910.03,9850.79,-43760.82,-1.09
2026-03-13,BANKNIFTY26MAR53200CE,2369,4723048.31,4777542.08,54493.77,11775.67,42718.1,0.9
2026-03-13,BANKNIFTY26MAR48700PE,8772,4170690.56,4185402.29,14711.73,10342.52,4369.21,0.1
2026-03-13,SENSEX26MAR81900PE,1204,4230574.48,4236884.53,6310.05,10474.49,-4164.44,-0.1
2026-03-13,BANKNIFTY26MAR49800PE,4852,4980446.13,5034851.54,54405.41,12409.22,41996.19,0.84
2026-03-13,SENSEX26MAR80000PE,2980,4197569.7,4308377.86,110808.16,10585.61,100222.55,2.39
2026-03-13,NIFTY26MAR24500PE,1696,4748788.67,4756090.14,7301.47,11752.16,-4450.69,-0.09
2026-03-13,NIFTY26MAR24200CE,3431,4522570.22,4628390.91,105820.69,11376.58,94444.11,2.09
2026-03-13,NIFTY26MAR26000CE,8444,4083927.52,4066980.15,-16947.38,10070.63,-27018.01,-0.66
2026-03-13,NIFTY26MAR22100PE,8194,4721138.56,4757285.68,36147.12,11737.19,24409.93,0.52
2026-03-13,SENSEX26MAR75500PE,6104,4501943.9,4518482.0,16538.1,11161.43,5376.67,0.12
2026-03-13,BANKNIFTY26MAR49700PE,4387,4519641.64,4585760.24,66118.6,11296.28,54822.32,1.21
2026-03-13,SENSEX26MAR80600CE,5761,4539689.69,4512673.74,-27015.96,11174.18,-38190.14,-0.84
2026-03-13,BANKNIFTY26MAR50300CE,6404,4573950.55,4637908.7,63958.16,11426.01,52532.15,1.15
2026-03-13,SENSEX26MAR80200PE,5843,4208295.91,4163927.76,-44368.16,10326.34,-54694.5,-1.3
2026-03-13,SENSEX26MAR79100CE,8539,4684159.1,4715372.03,31212.93,11637.06,19575.87,0.42
2026-03-13,NIFTY26MAR24000PE,8839,4409047.74,4535823.61,126775.87,11135.67,115640.2,2.62
2026-03-13,SENSEX26MAR79600PE,4083,4628669.4,4668486.09,39816.69,11516.29,28300.4,0.61
2026-03-16,SENSEX26MAR75600PE,7015,4795156.92,4804120.23,8963.31,11869.38,-2906.07,-0.06
2026-03-16,SENSEX26MAR83200PE,6086,4544822.43,4549053.65,4231.21,11244.34,-7013.13,-0.15
2026-03-16,BANKNIFTY26MAR48400PE,3587,4098670.29,4132749.61,34079.31,10200.87,23878.44,0.58
2026-03-16,SENSEX26MAR77000PE,1697,4715885.84,4723921.39,8035.56,11672.5,-3636.94,-0.08
2026-03-16,SENSEX26MAR82400CE,2385,4735632.42,4797523.59,61891.18,11820.27,50070.91,1.06
2026-03-16,NIFTY26MAR24500CE,4843,4969521.29,5013877.28,44355.99,12363.82,31992.17,0.64
2026-03-16,BANKNIFTY26MAR49200CE,8278,4481566.31,4572835.46,91269.15,11248.84,80020.31,1.79
2026-03-16,BANKNIFTY26MAR49300PE,9190,4662372.41,4754134.01,91761.6,11694.89,80066.71,1.72
2026-03-16,NIFTY26MAR24700CE,6008,4623812.33,4627010.01,3197.68,11436.91,-8239.23,-0.18
2026-03-16,BANKNIFTY26MAR51400CE,9640,4469922.19,4481647.6,11725.41,11073.73,651.68,0.01
2026-03-16,BANKNIFTY26MAR52300PE,7100,4322072.82,4401635.59,79562.76,10834.62,68728.14,1.59
2026-03-16,BANKNIFTY26MAR53600CE,5401,4429809.51,4455863.46,26053.95,11001.36,15052.59,0.34
2026-03-16,NIFTY26MAR22400PE,1086,4006585.64,4074627.3,68041.65,10036.68,58004.97,1.45
2026-03-16,BANKNIFTY26MAR53900PE,5191,4633722.28,4664142.53,30420.26,11511.43,18908.83,0.41
2026-03-16,SENSEX26MAR84300CE,8173,4164999.02,4249643.79,84644.77,10457.26,74187.51,1.78
2026-03-16,NIFTY26MAR23200PE,3695,4885004.0,4878958.6,-6045.4,12062.95,-18108.35,-0.37
2026-03-16,SENSEX26MAR82500PE,9986,4417798.17,4396205.31,-21592.86,10884.07,-32476.93,-0.74
2026-03-16,BANKNIFTY26MAR52300PE,9376,4935641.4,4978350.35,42708.96,12277.38,30431.58,0.62
2026-03-17,NIFTY26MAR25200PE,3790,4279425.97,4340240.07,60814.1,10695.11,50118.99,1.17
2026-03-17,BANKNIFTY26MAR49900PE,3558,4506760.3,4589826.08,83065.78,11295.77,71770.01,1.59
2026-03-17,NIFTY26MAR23400PE,4024,4170830.7,4204287.89,33457.2,10377.38,23079.82,0.55
2026-03-17,SENSEX26MAR84700PE,9876,4508990.21,4557739.42,48749.21,11238.08,37511.13,0.83
2026-03-17,NIFTY26MAR24700PE,3118,4399124.95,4501922.95,102798.0,11067.1,91730.9,2.09
2026-03-17,SENSEX26MAR83700CE,8072,4364442.4,4386568.01,22125.61,10833.19,11292.42,0.26
2026-03-17,BANKNIFTY26MAR50500CE,6123,4849676.71,4879884.32,30207.61,12042.72,18164.89,0.37
2026-03-17,NIFTY26MAR24900PE,1330,4262113.5,4359984.94,97871.44,10720.7,87150.74,2.04
2026-03-17,SENSEX26MAR78800PE,1279,4119015.58,4154987.06,35971.49,10254.44,25717.05,0.62
2026-03-17,SENSEX26MAR75400PE,7837,4172761.96,4133614.65,-39147.31,10248.47,-49395.78,-1.18
2026-03-17,NIFTY26MAR25300CE,1575,4319300.26,4338979.1,19678.84,10717.55,8961.29,0.21
2026-03-17,SENSEX26MAR84600CE,8162,4737853.44,4754754.82,16901.38,11742.91,5158.47,0.11
2026-03-17,NIFTY26MAR25800CE,8245,4363507.83,4382552.2,19044.37,10825.22,8219.15,0.19
2026-03-17,BANKNIFTY26MAR51900CE,5248,4220636.12,4194287.78,-26348.34,10389.9,-36738.24,-0.87
2026-03-17,SENSEX26MAR78200PE,4913,4289653.97,4427303.78,137649.81,10861.74,126788.07,2.96
2026-03-17,NIFTY26MAR22900PE,5420,4234626.52,4404606.29,169979.77,10785.78,159193.99,3.76
2026-03-17,BANKNIFTY26MAR52500PE,9447,4954037.31,4977080.28,23042.97,12286.46,10756.51,0.22
2026-03-17,NIFTY26MAR23500CE,4460,4204668.72,4255121.91,50453.19,10491.98,39961.21,0.95
2026-03-18,NIFTY26MAR25800CE,4055,4291519.34,4263527.96,-27991.37,10561.39,-38552.76,-0.9
2026-03-18,NIFTY26MAR24300PE,6068,4446638.15,4476589.28,29951.13,11049.96,18901.17,0.43
2026-03-18,BANKNIFTY26MAR49300CE,9329,4685219.96,4799086.29,113866.33,11791.84,102074.49,2.18
2026-03-18,SENSEX26MAR84600CE,7718,4584254.37,4560067.69,-24186.68,11289.11,-35475.79,-0.77
2026-03-18,NIFTY26MAR25000PE,7571,4191839.73,4211525.07,19685.34,10403.75,9281.59,0.22
2026-03-18,BANKNIFTY26MAR50500CE,9031,4407130.81,4381369.48,-25761.33,10850.13,-36611.46,-0.83
2026-03-18,NIFTY26MAR23400CE,7538,4122279.34,4106011.82,-16267.52,10166.3,-26433.82,-0.64
2026-03-18,BANKNIFTY26MAR50800CE,7874,4671552.17,4816036.01,144483.84,11814.56,132669.28,2.84
2026-03-18,NIFTY26MAR24600CE,6710,4242901.66,4238417.99,-4483.67,10484.97,-14968.64,-0.35
2026-03-18,NIFTY26MAR24300PE,6953,4348194.12,4355061.74,6867.62,10765.1,-3897.48,-0.09
2026-03-18,NIFTY26MAR24500CE,9327,4857968.24,4883174.15,25205.92,12053.92,13152.0,0.27
2026-03-18,NIFTY26MAR22300CE,8605,4782973.33,4828468.92,45495.58,11906.64,33588.94,0.7
2026-03-18,SENSEX26MAR80800CE,7955,4035047.33,4090904.55,55857.22,10084.32,45772.9,1.13
2026-03-18,SENSEX26MAR83800PE,3917,4267315.29,4297924.06,30608.77,10609.68,19999.09,0.47
2026-03-18,NIFTY26MAR23900PE,4754,4154407.04,4283594.33,129187.29,10513.18,118674.11,2.86
2026-03-18,SENSEX26MAR76000PE,5926,4140609.46,4208861.86,68252.4,10367.03,57885.37,1.4
2026-03-18,SENSEX26MAR83700PE,1046,4047436.55,4095235.0,47798.45,10099.99,37698.46,0.93
2026-03-18,NIFTY26MAR22600CE,4100,4016610.9,4096746.31,80135.41,10083.63,70051.78,1.74
2026-03-19,NIFTY26MAR24000CE,8096,4788786.13,4850135.16,61349.03,11950.14,49398.89,1.03
2026-03-19,BANKNIFTY26MAR53000PE,1362,4388197.83,4457414.29,69216.46,10978.37,58238.09,1.33
2026-03-19,SENSEX26MAR82700PE,8619,4655443.97,4676309.09,20865.12,11547.32,9317.8,0.2
2026-03-19,SENSEX26MAR82300CE,8972,4909057.15,5062139.53,153082.38,12415.12,140667.26,2.87
2026-03-19,SENSEX26MAR83700CE,2028,4089191.35,4048271.9,-40919.45,10039.46,-50958.91,-1.25
2026-03-19,BANKNIFTY26MAR53000PE,8597,4482745.12,4497172.03,14426.91,11110.28,3316.63,0.07
2026-03-19,SENSEX26MAR81500PE,2114,4668054.6,4663490.59,-4564.01,11531.55,-16095.56,-0.34
2026-03-19,NIFTY26MAR25200PE,1686,4063834.7,4075049.06,11214.36,10073.01,1141.35,0.03
2026-03-19,NIFTY26MAR23100PE,7464,4015268.04,4099511.7,84243.65,10087.88,74155.77,1.85
2026-03-19,BANKNIFTY26MAR48700CE,8291,4967391.42,4951771.65,-15619.77,12248.16,-27867.93,-0.56
2026-03-19,SENSEX26MAR78200PE,8520,4770523.51,4938662.08,168138.57,12101.77,156036.8,3.27
2026-03-19,BANKNIFTY26MAR50200PE,7390,4344544.63,4414891.04,70346.42,10872.98,59473.44,1.37
2026-03-19,SENSEX26MAR76900PE,8764,4206576.18,4224846.16,18269.98,10437.43,7832.55,0.19
2026-03-23,SENSEX26MAR83900PE,2292,4678808.55,4859920.85,181112.3,11899.85,169212.45,3.62
2026-03-23,NIFTY26MAR23700PE,2585,4797290.59,4813921.12,16630.54,11888.75,4741.79,0.1
2026-03-23,BANKNIFTY26MAR52400PE,1341,4146837.14,4175577.16,28740.02,10309.62,18430.4,0.44
2026-03-23,SENSEX26MAR78600PE,3179,4870581.37,4896269.16,25687.79,12085.86,13601.93,0.28
2026-03-23,NIFTY26MAR23000PE,7379,4770518.73,4821607.99,51089.27,11886.27,39203.0,0.82
2026-03-23,NIFTY26MAR22100CE,7078,4704781.44,4732583.47,27802.03,11681.56,16120.47,0.34
2026-03-23,BANKNIFTY26MAR51500CE,5254,4719660.64,4804249.4,84588.75,11822.73,72766.02,1.54
2026-03-23,BANKNIFTY26MAR48500CE,8871,4199188.94,4245762.89,46573.96,10471.35,36102.61,0.86
2026-03-23,SENSEX26MAR84500CE,9348,4081670.77,4161429.84,79759.07,10243.11,69515.96,1.7
2026-03-23,NIFTY26MAR22100CE,3270,4191236.14,4177557.28,-13678.86,10340.84,-24019.7,-0.57
2026-03-23,BANKNIFTY26MAR49000PE,7546,4845301.74,4889662.62,44360.89,12058.0,32302.89,0.67
2026-03-23,NIFTY26MAR24000CE,3224,4022607.08,4058257.61,35650.52,10016.49,25634.03,0.64
2026-03-23,NIFTY26MAR22100CE,1253,4144783.04,4164325.93,19542.89,10287.63,9255.26,0.22
2026-03-23,NIFTY26MAR23100PE,5736,4302631.66,4351105.86,48474.19,10729.52,37744.67,0.88
2026-03-23,SENSEX26MAR81400PE,5552,4872284.78,4875545.6,3260.82,12048.77,-8787.95,-0.18
2026-03-23,SENSEX26MAR84500CE,4436,4432105.95,4532120.43,100014.48,11143.17,88871.31,2.01
2026-03-23,NIFTY26MAR22900PE,4771,4424398.55,4468414.34,44015.79,11021.1,32994.69,0.75
2026-03-23,BANKNIFTY26MAR52700PE,6533,4570121.8,4590893.38,20771.57,11337.08,9434.49,0.21
2026-03-23,NIFTY26MAR24100CE,3938,4106452.49,4316593.45,210140.96,10544.16,199596.8,4.86
2026-03-24,SENSEX26MAR78500CE,9018,4428093.14,4470321.09,42227.95,11026.91,31201.04,0.7
2026-03-24,NIFTY26MAR23000CE,1945,4678890.96,4719783.42,40892.46,11641.91,29250.55,0.63
2026-03-24,BANKNIFTY26MAR49000PE,4714,4472366.51,4710094.3,237727.79,11495.82,226231.97,5.06
2026-03-24,NIFTY26MAR24800CE,6136,4598548.44,4603070.6,4522.16,11377.15,-6854.99,-0.15
2026-03-24,NIFTY26MAR23200PE,4764,4829528.15,4928643.43,99115.28,12119.97,86995.31,1.8
2026-03-24,SENSEX26MAR79400CE,5067,4942742.83,4945405.67,2662.85,12221.14,-9558.29,-0.19
2026-03-24,NIFTY26MAR24200CE,7840,4755964.22,4774687.81,18723.59,11790.85,6932.74,0.15
2026-03-24,NIFTY26MAR22200PE,2560,4770832.76,4792861.27,22028.51,11833.54,10194.97,0.21
2026-03-24,BANKNIFTY26MAR53000PE,8321,4223061.68,4255608.64,32546.96,10504.3,22042.66,0.52
2026-03-24,BANKNIFTY26MAR54000CE,4618,4783655.43,4823239.41,39583.98,11897.43,27686.55,0.58
2026-03-24,BANKNIFTY26MAR50500PE,8510,4329782.58,4330204.8,422.22,10707.9,-10285.68,-0.24
2026-03-24,SENSEX26MAR81800PE,6788,4877160.2,4949070.5,71910.29,12187.16,59723.13,1.22
2026-03-24,SENSEX26MAR76600PE,8321,4696314.87,4836654.46,140339.59,11867.89,128471.7,2.74
2026-03-25,BANKNIFTY26MAR51400CE,5293,4232016.58,4318914.56,86897.98,10626.4,76271.58,1.8
2026-03-25,NIFTY26MAR25900PE,8151,4699625.37,4824962.58,125337.21,11848.42,113488.79,2.41
